Metadata_model_split	Metadata_Plate	metric	metric_value	dataset	shuffle	permutation
test	219973	avg_precision	0.2857142857142857	bortezomib	True	77
test	220039	avg_precision	0.42857142857142855	bortezomib	True	77
test	220040	avg_precision	0.45	bortezomib	True	77
test	220055	avg_precision	0.625	bortezomib	True	77
training	219907	avg_precision	0.4793454223794781	bortezomib	True	77
training	219956	avg_precision	0.4386029411764706	bortezomib	True	77
training	219973	avg_precision	0.5174825174825175	bortezomib	True	77
training	220039	avg_precision	0.4745098039215686	bortezomib	True	77
training	220040	avg_precision	0.49107142857142855	bortezomib	True	77
training	220055	avg_precision	0.4537377450980392	bortezomib	True	77
validation	219901	avg_precision	0.4655612244897959	bortezomib	True	77
holdout	219907	accuracy	0.55	bortezomib	True	78
holdout	219956	accuracy	0.55	bortezomib	True	78
holdout	219973	accuracy	0.55	bortezomib	True	78
holdout	220039	accuracy	0.55	bortezomib	True	78
holdout	220040	accuracy	0.3	bortezomib	True	78
holdout	220055	accuracy	0.65	bortezomib	True	78
inference	MutClones	accuracy	0.45614035087719296	bortezomib	True	78
inference	WTClones	accuracy	0.6666666666666666	bortezomib	True	78
test	219907	accuracy	0.2	bortezomib	True	78
test	219956	accuracy	0.5	bortezomib	True	78
test	219973	accuracy	0.5714285714285714	bortezomib	True	78
test	220039	accuracy	0.2857142857142857	bortezomib	True	78
test	220040	accuracy	0.4	bortezomib	True	78
test	220055	accuracy	0.16666666666666666	bortezomib	True	78
training	219907	accuracy	0.4857142857142857	bortezomib	True	78
training	219956	accuracy	0.5294117647058824	bortezomib	True	78
training	219973	accuracy	0.5757575757575758	bortezomib	True	78
training	220039	accuracy	0.45454545454545453	bortezomib	True	78
training	220040	accuracy	0.4857142857142857	bortezomib	True	78
training	220055	accuracy	0.47058823529411764	bortezomib	True	78
validation	219901	accuracy	0.48333333333333334	bortezomib	True	78
holdout	219907	avg_precision	0.4461538461538461	bortezomib	True	78
holdout	219956	avg_precision	0.4	bortezomib	True	78
holdout	219973	avg_precision	0.4340909090909091	bortezomib	True	78
holdout	220039	avg_precision	0.4222222222222222	bortezomib	True	78
holdout	220040	avg_precision	0.36562500000000003	bortezomib	True	78
holdout	220055	avg_precision	0.4857142857142857	bortezomib	True	78
inference	MutClones	avg_precision	0.937441339975453	bortezomib	True	78
inference	WTClones	avg_precision		bortezomib	True	78
test	219907	avg_precision	0.6	bortezomib	True	78
test	219956	avg_precision	0.75	bortezomib	True	78
test	219973	avg_precision	0.30952380952380953	bortezomib	True	78
test	220039	avg_precision	0.36904761904761907	bortezomib	True	78
test	220040	avg_precision	0.3666666666666667	bortezomib	True	78
test	220055	avg_precision	0.6666666666666666	bortezomib	True	78
training	219907	avg_precision	0.4778711484593837	bortezomib	True	78
training	219956	avg_precision	0.4834558823529412	bortezomib	True	78
training	219973	avg_precision	0.5993265993265993	bortezomib	True	78
training	220039	avg_precision	0.49418055992450455	bortezomib	True	78
training	220040	avg_precision	0.5095238095238095	bortezomib	True	78
training	220055	avg_precision	0.4561121323529412	bortezomib	True	78
validation	219901	avg_precision	0.45714285714285713	bortezomib	True	78
holdout	219907	accuracy	0.45	bortezomib	True	79
holdout	219956	accuracy	0.5	bortezomib	True	79
holdout	219973	accuracy	0.65	bortezomib	True	79
holdout	220039	accuracy	0.45	bortezomib	True	79
holdout	220040	accuracy	0.35	bortezomib	True	79
holdout	220055	accuracy	0.7	bortezomib	True	79
inference	MutClones	accuracy	0.42105263157894735	bortezomib	True	79
inference	WTClones	accuracy	0.625	bortezomib	True	79
test	219907	accuracy	0.2	bortezomib	True	79
test	219956	accuracy	0.3333333333333333	bortezomib	True	79
test	219973	accuracy	0.42857142857142855	bortezomib	True	79
test	220039	accuracy	0.42857142857142855	bortezomib	True	79
test	220040	accuracy	0.2	bortezomib	True	79
test	220055	accuracy	0.5	bortezomib	True	79
training	219907	accuracy	0.42857142857142855	bortezomib	True	79
training	219956	accuracy	0.5588235294117647	bortezomib	True	79
training	219973	accuracy	0.6363636363636364	bortezomib	True	79
training	220039	accuracy	0.5151515151515151	bortezomib	True	79
training	220040	accuracy	0.42857142857142855	bortezomib	True	79
training	220055	accuracy	0.4411764705882353	bortezomib	True	79
validation	219901	accuracy	0.5666666666666667	bortezomib	True	79
holdout	219907	avg_precision	0.375	bortezomib	True	79
holdout	219956	avg_precision	0.38333333333333336	bortezomib	True	79
holdout	219973	avg_precision	0.4857142857142857	bortezomib	True	79
holdout	220039	avg_precision	0.375	bortezomib	True	79
holdout	220040	avg_precision	0.3678571428571429	bortezomib	True	79
holdout	220055	avg_precision	0.5604166666666668	bortezomib	True	79
inference	MutClones	avg_precision	0.9510975506398847	bortezomib	True	79
inference	WTClones	avg_precision		bortezomib	True	79
test	219907	avg_precision	0.6	bortezomib	True	79
test	219956	avg_precision	0.5833333333333333	bortezomib	True	79
test	219973	avg_precision	0.2857142857142857	bortezomib	True	79
test	220039	avg_precision	0.39682539682539686	bortezomib	True	79
test	220040	avg_precision	0.4	bortezomib	True	79
test	220055	avg_precision	0.75	bortezomib	True	79
training	219907	avg_precision	0.4552644587246663	bortezomib	True	79
training	219956	avg_precision	0.5054179566563467	bortezomib	True	79
training	219973	avg_precision	0.6477272727272727	bortezomib	True	79
training	220039	avg_precision	0.5270350564468211	bortezomib	True	79
training	220040	avg_precision	0.4857142857142857	bortezomib	True	79
training	220055	avg_precision	0.4458204334365325	bortezomib	True	79
validation	219901	avg_precision	0.5036564625850339	bortezomib	True	79
holdout	219907	accuracy	0.6	bortezomib	True	80
holdout	219956	accuracy	0.5	bortezomib	True	80
holdout	219973	accuracy	0.5	bortezomib	True	80
holdout	220039	accuracy	0.6	bortezomib	True	80
holdout	220040	accuracy	0.45	bortezomib	True	80
holdout	220055	accuracy	0.3	bortezomib	True	80
inference	MutClones	accuracy	0.3157894736842105	bortezomib	True	80
inference	WTClones	accuracy	0.5	bortezomib	True	80
test	219907	accuracy	0.8	bortezomib	True	80
test	219956	accuracy	0.5	bortezomib	True	80
test	219973	accuracy	0.14285714285714285	bortezomib	True	80
test	220039	accuracy	0.2857142857142857	bortezomib	True	80
test	220040	accuracy	0.4	bortezomib	True	80
test	220055	accuracy	0.5	bortezomib	True	80
training	219907	accuracy	0.6285714285714286	bortezomib	True	80
training	219956	accuracy	0.5294117647058824	bortezomib	True	80
training	219973	accuracy	0.5454545454545454	bortezomib	True	80
training	220039	accuracy	0.5151515151515151	bortezomib	True	80
training	220040	accuracy	0.42857142857142855	bortezomib	True	80
training	220055	accuracy	0.4411764705882353	bortezomib	True	80
validation	219901	accuracy	0.6	bortezomib	True	80
holdout	219907	avg_precision	0.45	bortezomib	True	80
holdout	219956	avg_precision	0.38333333333333336	bortezomib	True	80
holdout	219973	avg_precision	0.390625	bortezomib	True	80
holdout	220039	avg_precision	0.4625	bortezomib	True	80
holdout	220040	avg_precision	0.38181818181818183	bortezomib	True	80
holdout	220055	avg_precision	0.36562500000000003	bortezomib	True	80
inference	MutClones	avg_precision	0.9619883040935672	bortezomib	True	80
inference	WTClones	avg_precision		bortezomib	True	80
test	219907	avg_precision	0.8666666666666667	bortezomib	True	80
test	219956	avg_precision	0.6666666666666666	bortezomib	True	80
test	219973	avg_precision	0.2857142857142857	bortezomib	True	80
test	220039	avg_precision	0.36904761904761907	bortezomib	True	80
test	220040	avg_precision	0.4	bortezomib	True	80
test	220055	avg_precision	0.6666666666666666	bortezomib	True	80
training	219907	avg_precision	0.5676470588235294	bortezomib	True	80
training	219956	avg_precision	0.4852941176470588	bortezomib	True	80
training	219973	avg_precision	0.5765345765345766	bortezomib	True	80
training	220039	avg_precision	0.5217187353410263	bortezomib	True	80
training	220040	avg_precision	0.48716931216931214	bortezomib	True	80
training	220055	avg_precision	0.44385026737967914	bortezomib	True	80
validation	219901	avg_precision	0.5265306122448979	bortezomib	True	80
holdout	219907	accuracy	0.45	bortezomib	True	81
holdout	219956	accuracy	0.7	bortezomib	True	81
holdout	219973	accuracy	0.6	bortezomib	True	81
holdout	220039	accuracy	0.35	bortezomib	True	81
holdout	220040	accuracy	0.65	bortezomib	True	81
holdout	220055	accuracy	0.4	bortezomib	True	81
inference	MutClones	accuracy	0.38596491228070173	bortezomib	True	81
inference	WTClones	accuracy	0.5833333333333334	bortezomib	True	81
test	219907	accuracy	0.6	bortezomib	True	81
test	219956	accuracy	0.6666666666666666	bortezomib	True	81
test	219973	accuracy	0.42857142857142855	bortezomib	True	81
test	220039	accuracy	0.7142857142857143	bortezomib	True	81
test	220040	accuracy	0.6	bortezomib	True	81
test	220055	accuracy	0.8333333333333334	bortezomib	True	81
training	219907	accuracy	0.5714285714285714	bortezomib	True	81
training	219956	accuracy	0.4117647058823529	bortezomib	True	81
training	219973	accuracy	0.45454545454545453	bortezomib	True	81
training	220039	accuracy	0.6363636363636364	bortezomib	True	81
training	220040	accuracy	0.6	bortezomib	True	81
training	220055	accuracy	0.5294117647058824	bortezomib	True	81
validation	219901	accuracy	0.3333333333333333	bortezomib	True	81
holdout	219907	avg_precision	0.37500000000000006	bortezomib	True	81
holdout	219956	avg_precision	0.540625	bortezomib	True	81
holdout	219973	avg_precision	0.45	bortezomib	True	81
holdout	220039	avg_precision	0.3555555555555556	bortezomib	True	81
holdout	220040	avg_precision	0.509090909090909	bortezomib	True	81
holdout	220055	avg_precision	0.3732142857142857	bortezomib	True	81
inference	MutClones	avg_precision	0.9340198321891686	bortezomib	True	81
inference	WTClones	avg_precision		bortezomib	True	81
test	219907	avg_precision	0.6444444444444444	bortezomib	True	81
test	219956	avg_precision	0.8333333333333333	bortezomib	True	81
test	219973	avg_precision	0.26785714285714285	bortezomib	True	81
test	220039	avg_precision	0.5873015873015873	bortezomib	True	81
test	220040	avg_precision	0.45	bortezomib	True	81
test	220055	avg_precision	0.9166666666666666	bortezomib	True	81
training	219907	avg_precision	0.5263655462184874	bortezomib	True	81
training	219956	avg_precision	0.4362745098039215	bortezomib	True	81
training	219973	avg_precision	0.5303030303030303	bortezomib	True	81
training	220039	avg_precision	0.6005033029254483	bortezomib	True	81
training	220040	avg_precision	0.5785714285714285	bortezomib	True	81
training	220055	avg_precision	0.4834558823529412	bortezomib	True	81
validation	219901	avg_precision	0.4239177489177489	bortezomib	True	81
holdout	219907	accuracy	0.7	bortezomib	True	82
holdout	219956	accuracy	0.5	bortezomib	True	82
holdout	219973	accuracy	0.5	bortezomib	True	82
holdout	220039	accuracy	0.4	bortezomib	True	82
holdout	220040	accuracy	0.6	bortezomib	True	82
holdout	220055	accuracy	0.6	bortezomib	True	82
inference	MutClones	accuracy	0.5087719298245614	bortezomib	True	82
inference	WTClones	accuracy	0.625	bortezomib	True	82
test	219907	accuracy	0.8	bortezomib	True	82
test	219956	accuracy	0.3333333333333333	bortezomib	True	82
test	219973	accuracy	0.8571428571428571	bortezomib	True	82
test	220039	accuracy	0.42857142857142855	bortezomib	True	82
test	220040	accuracy	0.4	bortezomib	True	82
test	220055	accuracy	0.3333333333333333	bortezomib	True	82
training	219907	accuracy	0.45714285714285713	bortezomib	True	82
training	219956	accuracy	0.3235294117647059	bortezomib	True	82
training	219973	accuracy	0.3939393939393939	bortezomib	True	82
training	220039	accuracy	0.5454545454545454	bortezomib	True	82
training	220040	accuracy	0.5428571428571428	bortezomib	True	82
training	220055	accuracy	0.47058823529411764	bortezomib	True	82
validation	219901	accuracy	0.5666666666666667	bortezomib	True	82
holdout	219907	avg_precision	0.53125	bortezomib	True	82
holdout	219956	avg_precision	0.4	bortezomib	True	82
holdout	219973	avg_precision	0.390625	bortezomib	True	82
holdout	220039	avg_precision	0.3625	bortezomib	True	82
holdout	220040	avg_precision	0.4625	bortezomib	True	82
holdout	220055	avg_precision	0.42500000000000004	bortezomib	True	82
inference	MutClones	avg_precision	0.9558270676691729	bortezomib	True	82
inference	WTClones	avg_precision		bortezomib	True	82
test	219907	avg_precision	0.8666666666666667	bortezomib	True	82
test	219956	avg_precision	0.625	bortezomib	True	82
test	219973	avg_precision	0.6666666666666666	bortezomib	True	82
test	220039	avg_precision	0.39682539682539686	bortezomib	True	82
test	220040	avg_precision	0.4	bortezomib	True	82
test	220055	avg_precision	0.5833333333333333	bortezomib	True	82
training	219907	avg_precision	0.46586134453781514	bortezomib	True	82
training	219956	avg_precision	0.41544117647058826	bortezomib	True	82
training	219973	avg_precision	0.5034722222222222	bortezomib	True	82
training	220039	avg_precision	0.5432263814616756	bortezomib	True	82
training	220040	avg_precision	0.5383928571428571	bortezomib	True	82
training	220055	avg_precision	0.45483193277310924	bortezomib	True	82
validation	219901	avg_precision	0.5014880952380952	bortezomib	True	82
holdout	219907	accuracy	0.7	bortezomib	True	83
holdout	219956	accuracy	0.55	bortezomib	True	83
holdout	219973	accuracy	0.5	bortezomib	True	83
holdout	220039	accuracy	0.75	bortezomib	True	83
holdout	220040	accuracy	0.7	bortezomib	True	83
holdout	220055	accuracy	0.45	bortezomib	True	83
inference	MutClones	accuracy	0.49122807017543857	bortezomib	True	83
inference	WTClones	accuracy	0.5833333333333334	bortezomib	True	83
test	219907	accuracy	0.8	bortezomib	True	83
test	219956	accuracy	0.8333333333333334	bortezomib	True	83
test	219973	accuracy	0.7142857142857143	bortezomib	True	83
test	220039	accuracy	0.42857142857142855	bortezomib	True	83
test	220040	accuracy	0.6	bortezomib	True	83
test	220055	accuracy	0.3333333333333333	bortezomib	True	83
training	219907	accuracy	0.5714285714285714	bortezomib	True	83
training	219956	accuracy	0.5588235294117647	bortezomib	True	83
training	219973	accuracy	0.3333333333333333	bortezomib	True	83
training	220039	accuracy	0.6363636363636364	bortezomib	True	83
training	220040	accuracy	0.4857142857142857	bortezomib	True	83
training	220055	accuracy	0.29411764705882354	bortezomib	True	83
validation	219901	accuracy	0.5333333333333333	bortezomib	True	83
holdout	219907	avg_precision	0.540625	bortezomib	True	83
holdout	219956	avg_precision	0.4	bortezomib	True	83
holdout	219973	avg_precision	0.38125000000000003	bortezomib	True	83
holdout	220039	avg_precision	0.6000000000000001	bortezomib	True	83
holdout	220040	avg_precision	0.53125	bortezomib	True	83
holdout	220055	avg_precision	0.38181818181818183	bortezomib	True	83
inference	MutClones	avg_precision	0.9717348927875242	bortezomib	True	83
inference	WTClones	avg_precision		bortezomib	True	83
test	219907	avg_precision	0.8666666666666667	bortezomib	True	83
test	219956	avg_precision	0.9166666666666666	bortezomib	True	83
test	219973	avg_precision	0.39285714285714285	bortezomib	True	83
test	220039	avg_precision	0.39682539682539686	bortezomib	True	83
test	220040	avg_precision	0.45	bortezomib	True	83
test	220055	avg_precision	0.625	bortezomib	True	83
training	219907	avg_precision	0.528501400560224	bortezomib	True	83
training	219956	avg_precision	0.5036764705882353	bortezomib	True	83
training	219973	avg_precision	0.4931457431457431	bortezomib	True	83
training	220039	avg_precision	0.6005033029254483	bortezomib	True	83
training	220040	avg_precision	0.5095238095238095	bortezomib	True	83
training	220055	avg_precision	0.42253151260504196	bortezomib	True	83
validation	219901	avg_precision	0.48333333333333334	bortezomib	True	83
holdout	219907	accuracy	0.7	bortezomib	True	84
holdout	219956	accuracy	0.45	bortezomib	True	84
holdout	219973	accuracy	0.65	bortezomib	True	84
holdout	220039	accuracy	0.6	bortezomib	True	84
holdout	220040	accuracy	0.45	bortezomib	True	84
holdout	220055	accuracy	0.4	bortezomib	True	84
inference	MutClones	accuracy	0.42105263157894735	bortezomib	True	84
inference	WTClones	accuracy	0.5416666666666666	bortezomib	True	84
test	219907	accuracy	0.6	bortezomib	True	84
test	219956	accuracy	0.5	bortezomib	True	84
test	219973	accuracy	0.42857142857142855	bortezomib	True	84
test	220039	accuracy	0.7142857142857143	bortezomib	True	84
test	220040	accuracy	0.6	bortezomib	True	84
test	220055	accuracy	0.5	bortezomib	True	84
training	219907	accuracy	0.5428571428571428	bortezomib	True	84
training	219956	accuracy	0.47058823529411764	bortezomib	True	84
training	219973	accuracy	0.5757575757575758	bortezomib	True	84
training	220039	accuracy	0.48484848484848486	bortezomib	True	84
training	220040	accuracy	0.4857142857142857	bortezomib	True	84
training	220055	accuracy	0.5	bortezomib	True	84
validation	219901	accuracy	0.3333333333333333	bortezomib	True	84
holdout	219907	avg_precision	0.5499999999999999	bortezomib	True	84
holdout	219956	avg_precision	0.38181818181818183	bortezomib	True	84
holdout	219973	avg_precision	0.49722222222222223	bortezomib	True	84
holdout	220039	avg_precision	0.42500000000000004	bortezomib	True	84
holdout	220040	avg_precision	0.39038461538461544	bortezomib	True	84
holdout	220055	avg_precision	0.4	bortezomib	True	84
inference	MutClones	avg_precision	0.9510975506398847	bortezomib	True	84
inference	WTClones	avg_precision		bortezomib	True	84
test	219907	avg_precision	0.6444444444444444	bortezomib	True	84
test	219956	avg_precision	0.6666666666666666	bortezomib	True	84
test	219973	avg_precision	0.2857142857142857	bortezomib	True	84
test	220039	avg_precision	0.5873015873015873	bortezomib	True	84
test	220040	avg_precision	0.45	bortezomib	True	84
test	220055	avg_precision	0.75	bortezomib	True	84
training	219907	avg_precision	0.5074337427278603	bortezomib	True	84
training	219956	avg_precision	0.45751633986928103	bortezomib	True	84
training	219973	avg_precision	0.5855780022446689	bortezomib	True	84
training	220039	avg_precision	0.5106951871657753	bortezomib	True	84
training	220040	avg_precision	0.5095238095238095	bortezomib	True	84
training	220055	avg_precision	0.47058823529411764	bortezomib	True	84
validation	219901	avg_precision	0.4202380952380952	bortezomib	True	84
holdout	219907	accuracy	0.5	bortezomib	True	85
holdout	219956	accuracy	0.55	bortezomib	True	85
holdout	219973	accuracy	0.6	bortezomib	True	85
holdout	220039	accuracy	0.6	bortezomib	True	85
holdout	220040	accuracy	0.4	bortezomib	True	85
holdout	220055	accuracy	0.6	bortezomib	True	85
inference	MutClones	accuracy	0.47368421052631576	bortezomib	True	85
inference	WTClones	accuracy	0.5416666666666666	bortezomib	True	85
test	219907	accuracy	0.4	bortezomib	True	85
test	219956	accuracy	0.16666666666666666	bortezomib	True	85
test	219973	accuracy	1.0	bortezomib	True	85
test	220039	accuracy	0.5714285714285714	bortezomib	True	85
test	220040	accuracy	0.8	bortezomib	True	85
test	220055	accuracy	0.3333333333333333	bortezomib	True	85
training	219907	accuracy	0.45714285714285713	bortezomib	True	85
training	219956	accuracy	0.4411764705882353	bortezomib	True	85
training	219973	accuracy	0.36363636363636365	bortezomib	True	85
training	220039	accuracy	0.45454545454545453	bortezomib	True	85
training	220040	accuracy	0.6	bortezomib	True	85
training	220055	accuracy	0.5294117647058824	bortezomib	True	85
validation	219901	accuracy	0.43333333333333335	bortezomib	True	85
holdout	219907	avg_precision	0.38333333333333336	bortezomib	True	85
holdout	219956	avg_precision	0.4222222222222222	bortezomib	True	85
holdout	219973	avg_precision	0.4625	bortezomib	True	85
holdout	220039	avg_precision	0.4625	bortezomib	True	85
holdout	220040	avg_precision	0.3625	bortezomib	True	85
holdout	220055	avg_precision	0.42500000000000004	bortezomib	True	85
inference	MutClones	avg_precision	0.9539286249812564	bortezomib	True	85
inference	WTClones	avg_precision		bortezomib	True	85
test	219907	avg_precision	0.6	bortezomib	True	85
test	219956	avg_precision	0.5833333333333334	bortezomib	True	85
test	219973	avg_precision	1.0	bortezomib	True	85
test	220039	avg_precision	0.47619047619047616	bortezomib	True	85
test	220040	avg_precision	0.7	bortezomib	True	85
test	220055	avg_precision	0.5833333333333333	bortezomib	True	85
training	219907	avg_precision	0.46554621848739486	bortezomib	True	85
training	219956	avg_precision	0.4437217194570136	bortezomib	True	85
training	219973	avg_precision	0.5007770007770007	bortezomib	True	85
training	220039	avg_precision	0.49622926093514325	bortezomib	True	85
training	220040	avg_precision	0.5734567901234568	bortezomib	True	85
training	220055	avg_precision	0.48713235294117646	bortezomib	True	85
validation	219901	avg_precision	0.43722943722943725	bortezomib	True	85
holdout	219907	accuracy	0.35	bortezomib	True	86
holdout	219956	accuracy	0.5	bortezomib	True	86
holdout	219973	accuracy	0.5	bortezomib	True	86
holdout	220039	accuracy	0.8	bortezomib	True	86
holdout	220040	accuracy	0.5	bortezomib	True	86
holdout	220055	accuracy	0.6	bortezomib	True	86
inference	MutClones	accuracy	0.3508771929824561	bortezomib	True	86
inference	WTClones	accuracy	0.4375	bortezomib	True	86
test	219907	accuracy	0.6	bortezomib	True	86
test	219956	accuracy	0.8333333333333334	bortezomib	True	86
test	219973	accuracy	0.7142857142857143	bortezomib	True	86
test	220039	accuracy	0.7142857142857143	bortezomib	True	86
test	220040	accuracy	0.6	bortezomib	True	86
test	220055	accuracy	0.5	bortezomib	True	86
training	219907	accuracy	0.5142857142857142	bortezomib	True	86
training	219956	accuracy	0.5	bortezomib	True	86
training	219973	accuracy	0.5757575757575758	bortezomib	True	86
training	220039	accuracy	0.5757575757575758	bortezomib	True	86
training	220040	accuracy	0.5142857142857142	bortezomib	True	86
training	220055	accuracy	0.6764705882352942	bortezomib	True	86
validation	219901	accuracy	0.55	bortezomib	True	86
holdout	219907	avg_precision	0.3555555555555556	bortezomib	True	86
holdout	219956	avg_precision	0.390625	bortezomib	True	86
holdout	219973	avg_precision	0.4	bortezomib	True	86
holdout	220039	avg_precision	0.6708333333333334	bortezomib	True	86
holdout	220040	avg_precision	0.390625	bortezomib	True	86
holdout	220055	avg_precision	0.4375	bortezomib	True	86
inference	MutClones	avg_precision	0.9323772393947831	bortezomib	True	86
inference	WTClones	avg_precision		bortezomib	True	86
test	219907	avg_precision	0.7333333333333334	bortezomib	True	86
test	219956	avg_precision	0.9166666666666666	bortezomib	True	86
test	219973	avg_precision	0.39285714285714285	bortezomib	True	86
test	220039	avg_precision	0.5873015873015873	bortezomib	True	86
test	220040	avg_precision	0.5	bortezomib	True	86
test	220055	avg_precision	0.6666666666666666	bortezomib	True	86
training	219907	avg_precision	0.49327731092436977	bortezomib	True	86
training	219956	avg_precision	0.46557486631016043	bortezomib	True	86
training	219973	avg_precision	0.5941558441558441	bortezomib	True	86
training	220039	avg_precision	0.5600713012477718	bortezomib	True	86
training	220040	avg_precision	0.5236874236874237	bortezomib	True	86
training	220055	avg_precision	0.5919117647058824	bortezomib	True	86
validation	219901	avg_precision	0.49026915113871633	bortezomib	True	86
holdout	219907	accuracy	0.45	bortezomib	True	87
holdout	219956	accuracy	0.4	bortezomib	True	87
holdout	219973	accuracy	0.5	bortezomib	True	87
holdout	220039	accuracy	0.55	bortezomib	True	87
holdout	220040	accuracy	0.35	bortezomib	True	87
holdout	220055	accuracy	0.7	bortezomib	True	87
inference	MutClones	accuracy	0.5614035087719298	bortezomib	True	87
inference	WTClones	accuracy	0.6041666666666666	bortezomib	True	87
test	219907	accuracy	0.2	bortezomib	True	87
test	219956	accuracy	0.5	bortezomib	True	87
test	219973	accuracy	0.5714285714285714	bortezomib	True	87
test	220039	accuracy	0.5714285714285714	bortezomib	True	87
test	220040	accuracy	0.4	bortezomib	True	87
test	220055	accuracy	0.6666666666666666	bortezomib	True	87
training	219907	accuracy	0.42857142857142855	bortezomib	True	87
training	219956	accuracy	0.4411764705882353	bortezomib	True	87
training	219973	accuracy	0.6060606060606061	bortezomib	True	87
training	220039	accuracy	0.3939393939393939	bortezomib	True	87
training	220040	accuracy	0.4	bortezomib	True	87
training	220055	accuracy	0.6470588235294118	bortezomib	True	87
validation	219901	accuracy	0.5333333333333333	bortezomib	True	87
holdout	219907	avg_precision	0.375	bortezomib	True	87
holdout	219956	avg_precision	0.37083333333333335	bortezomib	True	87
holdout	219973	avg_precision	0.4214285714285714	bortezomib	True	87
holdout	220039	avg_precision	0.4222222222222222	bortezomib	True	87
holdout	220040	avg_precision	0.3522727272727273	bortezomib	True	87
holdout	220055	avg_precision	0.540625	bortezomib	True	87
inference	MutClones	avg_precision	0.9756335282651072	bortezomib	True	87
inference	WTClones	avg_precision		bortezomib	True	87
test	219907	avg_precision	0.6	bortezomib	True	87
test	219956	avg_precision	0.75	bortezomib	True	87
test	219973	avg_precision	0.30952380952380953	bortezomib	True	87
test	220039	avg_precision	0.47619047619047616	bortezomib	True	87
test	220040	avg_precision	0.4	bortezomib	True	87
test	220055	avg_precision	0.7291666666666666	bortezomib	True	87
training	219907	avg_precision	0.4552644587246663	bortezomib	True	87
training	219956	avg_precision	0.4437217194570136	bortezomib	True	87
training	219973	avg_precision	0.6127946127946128	bortezomib	True	87
training	220039	avg_precision	0.47675853558206494	bortezomib	True	87
training	220040	avg_precision	0.47619047619047616	bortezomib	True	87
training	220055	avg_precision	0.5686274509803921	bortezomib	True	87
validation	219901	avg_precision	0.47738095238095246	bortezomib	True	87
holdout	219907	accuracy	0.5	bortezomib	True	88
holdout	219956	accuracy	0.55	bortezomib	True	88
holdout	219973	accuracy	0.35	bortezomib	True	88
holdout	220039	accuracy	0.45	bortezomib	True	88
holdout	220040	accuracy	0.45	bortezomib	True	88
holdout	220055	accuracy	0.65	bortezomib	True	88
inference	MutClones	accuracy	0.3684210526315789	bortezomib	True	88
inference	WTClones	accuracy	0.5	bortezomib	True	88
test	219907	accuracy	0.8	bortezomib	True	88
test	219956	accuracy	0.5	bortezomib	True	88
test	219973	accuracy	0.7142857142857143	bortezomib	True	88
test	220039	accuracy	0.14285714285714285	bortezomib	True	88
test	220040	accuracy	0.6	bortezomib	True	88
test	220055	accuracy	0.6666666666666666	bortezomib	True	88
training	219907	accuracy	0.34285714285714286	bortezomib	True	88
training	219956	accuracy	0.5588235294117647	bortezomib	True	88
training	219973	accuracy	0.48484848484848486	bortezomib	True	88
training	220039	accuracy	0.42424242424242425	bortezomib	True	88
training	220040	accuracy	0.5142857142857142	bortezomib	True	88
training	220055	accuracy	0.5588235294117647	bortezomib	True	88
validation	219901	accuracy	0.65	bortezomib	True	88
holdout	219907	avg_precision	0.4104166666666667	bortezomib	True	88
holdout	219956	avg_precision	0.4	bortezomib	True	88
holdout	219973	avg_precision	0.3522727272727273	bortezomib	True	88
holdout	220039	avg_precision	0.375	bortezomib	True	88
holdout	220040	avg_precision	0.38181818181818183	bortezomib	True	88
holdout	220055	avg_precision	0.475	bortezomib	True	88
inference	MutClones	avg_precision	0.9482943469785574	bortezomib	True	88
inference	WTClones	avg_precision		bortezomib	True	88
test	219907	avg_precision	0.8666666666666667	bortezomib	True	88
test	219956	avg_precision	0.6666666666666666	bortezomib	True	88
test	219973	avg_precision	0.39285714285714285	bortezomib	True	88
test	220039	avg_precision	0.42857142857142855	bortezomib	True	88
test	220040	avg_precision	0.5	bortezomib	True	88
test	220055	avg_precision	0.8333333333333333	bortezomib	True	88
training	219907	avg_precision	0.4319327731092436	bortezomib	True	88
training	219956	avg_precision	0.49866310160427807	bortezomib	True	88
training	219973	avg_precision	0.54006734006734	bortezomib	True	88
training	220039	avg_precision	0.48459383753501395	bortezomib	True	88
training	220040	avg_precision	0.5236874236874237	bortezomib	True	88
training	220055	avg_precision	0.5002828054298643	bortezomib	True	88
validation	219901	avg_precision	0.5657142857142857	bortezomib	True	88
holdout	219907	accuracy	0.6	bortezomib	True	89
holdout	219956	accuracy	0.55	bortezomib	True	89
holdout	219973	accuracy	0.5	bortezomib	True	89
holdout	220039	accuracy	0.35	bortezomib	True	89
holdout	220040	accuracy	0.55	bortezomib	True	89
holdout	220055	accuracy	0.5	bortezomib	True	89
inference	MutClones	accuracy	0.45614035087719296	bortezomib	True	89
inference	WTClones	accuracy	0.6875	bortezomib	True	89
test	219907	accuracy	0.2	bortezomib	True	89
test	219956	accuracy	0.3333333333333333	bortezomib	True	89
test	219973	accuracy	0.14285714285714285	bortezomib	True	89
test	220039	accuracy	0.7142857142857143	bortezomib	True	89
test	220040	accuracy	0.0	bortezomib	True	89
test	220055	accuracy	0.16666666666666666	bortezomib	True	89
training	219907	accuracy	0.4857142857142857	bortezomib	True	89
training	219956	accuracy	0.5588235294117647	bortezomib	True	89
training	219973	accuracy	0.5757575757575758	bortezomib	True	89
